Project Code,Project Name,Resource,Segment Start,Segment End,Hard Allocation (PD),Soft Allocation (PD)
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Jan.2027,01.Apr.2027,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Apr.2027,01.Jul.2027,0.0,0.0
ID1012,Security Enhancements,csk.developer,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1012,Security Enhancements,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1012,Security Enhancements,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1012,Security Enhancements,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.developer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.developer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.businessAnalyst,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.networkEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1013,Cloud Computing Enhancements,csk.networkEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.testEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.testEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.businessAnalyst,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.networkEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.networkEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.storageArchitect,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,csk.storageArchitect,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1014,Mobile Initiative for EMEA,paulMartin,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,paulMartin,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,paulMartin,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1014,Mobile Initiative for EMEA,paulMartin,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1015,Recycling Devices,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1015,Recycling Devices,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1015,Recycling Devices,csk.businessAnalyst,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1015,Recycling Devices,csk.businessAnalyst,01.Dec.2025,01.Mar.2026,0.0,0.0
ID1015,Recycling Devices,csk.businessAnalyst,01.Mar.2026,01.Jun.2026,0.0,0.0
ID1015,Recycling Devices,paulaGranger,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1015,Recycling Devices,paulaGranger,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1015,Recycling Devices,paulaGranger,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1015,Recycling Devices,paulaGranger,01.Dec.2025,01.Mar.2026,0.0,0.0
ID1015,Recycling Devices,paulaGranger,01.Mar.2026,01.Jun.2026,0.0,0.0
ID1016,Tablet Office Systems,paulLewis,01.Dec.2025,01.Mar.2026,0.0,0.0
ID1016,Tablet Office Systems,paulLewis,01.Mar.2026,01.Jun.2026,0.0,0.0
ID1016,Tablet Office Systems,paulLewis,01.Jun.2026,01.Sep.2026,0.0,0.0
ID1016,Tablet Office Systems,paulLewis,01.Sep.2026,01.Dec.2026,0.0,0.0
ID1017,Mobile Environmental Testing,paulMartin,01.Feb.2025,01.May.2025,0.0,0.0
ID1017,Mobile Environmental Testing,paulMartin,01.May.2025,01.Aug.2025,0.0,0.0
ID1018,Bundle Mobile Devices,johnMcCarthy,01.Feb.2025,01.May.2025,0.0,0.0
ID1018,Bundle Mobile Devices,johnMcCarthy,01.May.2025,01.Aug.2025,0.0,0.0
ID1018,Bundle Mobile Devices,johnMcCarthy,01.Aug.2025,01.Nov.2025,0.0,0.0
ID1019,On the Road Planner,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1019,On the Road Planner,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1019,On the Road Planner,csk.testEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1019,On the Road Planner,csk.testEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1019,On the Road Planner,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1019,On the Road Planner,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1019,On the Road Planner,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1019,On the Road Planner,csk.businessAnalyst,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1019,On the Road Planner,robynPaxton,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1019,On the Road Planner,robynPaxton,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1019,On the Road Planner,robynPaxton,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1019,On the Road Planner,robynPaxton,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1020,Airport Access Security,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1020,Airport Access Security,csk.networkEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1020,Airport Access Security,csk.networkEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1020,Airport Access Security,csk.networkEngineer,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1020,Airport Access Security,carlosPerez,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1020,Airport Access Security,carlosPerez,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1020,Airport Access Security,carlosPerez,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1020,Airport Access Security,carlosPerez,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1021,Lost Device Service,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1021,Lost Device Service,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1021,Lost Device Service,csk.storageArchitect,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1021,Lost Device Service,csk.storageArchitect,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1021,Lost Device Service,henryReed,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1021,Lost Device Service,henryReed,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1022,Upgrade Technology Center,alexRiviera,01.Feb.2025,01.May.2025,0.0,0.0
ID1022,Upgrade Technology Center,alexRiviera,01.May.2025,01.Aug.2025,0.0,0.0
ID1022,Upgrade Technology Center,alexRiviera,01.Aug.2025,01.Nov.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.testEngineer,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.testEngineer,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.testEngineer,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.businessAnalyst,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.networkEngineer,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.networkEngineer,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.networkEngineer,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.storageArchitect,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.storageArchitect,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1023,Datasecurity for BYOD,csk.storageArchitect,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1023,Datasecurity for BYOD,joySutherland,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1023,Datasecurity for BYOD,joySutherland,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1023,Datasecurity for BYOD,joySutherland,01.Sep.2025,01.Dec.2025,0.0,0.0
ID2032,Nxtwave,nicoleChasen,01.Dec.2024,01.Mar.2025,0.0,0.0
ID2032,Nxtwave,nicoleChasen,01.Mar.2025,01.Jun.2025,0.0,0.0
ID2032,Nxtwave,nicoleChasen,01.Jun.2025,01.Sep.2025,0.0,0.0
ID2032,Nxtwave,nicoleChasen,01.Sep.2025,01.Dec.2025,0.0,0.0
ID2032,Nxtwave,nicoleChasen,01.Dec.2025,01.Mar.2026,0.0,0.0
ID2032,Nxtwave,edCarmen,01.Dec.2024,01.Mar.2025,0.0,0.0
ID2032,Nxtwave,edCarmen,01.Mar.2025,01.Jun.2025,0.0,0.0
ID2032,Nxtwave,edCarmen,01.Jun.2025,01.Sep.2025,0.0,0.0
ID2032,Nxtwave,edCarmen,01.Sep.2025,01.Dec.2025,0.0,0.0
ID2032,Nxtwave,edCarmen,01.Dec.2025,01.Mar.2026,0.0,0.0
ID2032,Nxtwave,ritaCohen,01.Dec.2024,01.Mar.2025,0.0,0.0
ID2032,Nxtwave,ritaCohen,01.Mar.2025,01.Jun.2025,0.0,0.0
ID2032,Nxtwave,ritaCohen,01.Jun.2025,01.Sep.2025,0.0,0.0
ID2032,Nxtwave,ritaCohen,01.Sep.2025,01.Dec.2025,0.0,0.0
ID2032,Nxtwave,ritaCohen,01.Dec.2025,01.Mar.2026,0.0,0.0
OW1001,Personal Leave,tomMorris,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1001,Personal Leave,tomMorris,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1001,Personal Leave,tomMorris,01.Feb.2025,01.May.2025,0.0,0.0
OW1001,Personal Leave,tomMorris,01.May.2025,01.Aug.2025,0.0,0.0
OW1001,Personal Leave,tomMorris,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1002,Holiday,tomMorris,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1002,Holiday,tomMorris,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1002,Holiday,tomMorris,01.Feb.2025,01.May.2025,0.0,0.0
OW1002,Holiday,tomMorris,01.May.2025,01.Aug.2025,0.0,0.0
OW1002,Holiday,tomMorris,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,tomMorris,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,tomMorris,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,tomMorris,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,tomMorris,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,tomMorris,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,paulMartin,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,paulMartin,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,paulMartin,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,paulMartin,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,paulMartin,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,nicoleLewis,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,nicoleLewis,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,nicoleLewis,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,nicoleLewis,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,nicoleLewis,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,joyceColeman,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,joyceColeman,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,joyceColeman,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,joyceColeman,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,joyceColeman,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,valerieChilders,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,valerieChilders,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,valerieChilders,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,valerieChilders,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,valerieChilders,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,jasonBerry,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,jasonBerry,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,jasonBerry,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,jasonBerry,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,jasonBerry,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,mikeSampson,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,mikeSampson,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,mikeSampson,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,mikeSampson,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,mikeSampson,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,markGoldman,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,markGoldman,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,markGoldman,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,markGoldman,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,markGoldman,01.Aug.2025,01.Nov.2025,0.0,0.0
OW1003,Vacation Time,seanEvans,01.Aug.2024,01.Nov.2024,0.0,0.0
OW1003,Vacation Time,seanEvans,01.Nov.2024,01.Feb.2025,0.0,0.0
OW1003,Vacation Time,seanEvans,01.Feb.2025,01.May.2025,0.0,0.0
OW1003,Vacation Time,seanEvans,01.May.2025,01.Aug.2025,0.0,0.0
OW1003,Vacation Time,seanEvans,01.Aug.2025,01.Nov.2025,0.0,0.0
PR1001,4G Upgrade Readiness,csk.developer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1001,4G Upgrade Readiness,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1001,4G Upgrade Readiness,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1001,4G Upgrade Readiness,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1001,4G Upgrade Readiness,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1001,4G Upgrade Readiness,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1001,4G Upgrade Readiness,csk.architect,01.Jan.2025,01.Apr.2025,0.0,3.0
PR1001,4G Upgrade Readiness,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1001,4G Upgrade Readiness,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,3.0
PR1001,4G Upgrade Readiness,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1001,4G Upgrade Readiness,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1001,4G Upgrade Readiness,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1002,eCommerce Portal,artKingsley,01.Oct.2024,01.Jan.2025,0.0,1.5
PR1002,eCommerce Portal,artKingsley,01.Jan.2025,01.Apr.2025,0.0,0.0
PR1002,eCommerce Portal,artKingsley,01.Apr.2025,01.Jul.2025,0.0,1.75
PR1002,eCommerce Portal,bruceTurner,01.Oct.2024,01.Jan.2025,0.0,0.0
PR1002,eCommerce Portal,bruceTurner,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1002,eCommerce Portal,bruceTurner,01.Apr.2025,01.Jul.2025,0.0,3.25
PR1002,eCommerce Portal,samStoneburg,01.Oct.2024,01.Jan.2025,0.0,2.0
PR1002,eCommerce Portal,samStoneburg,01.Jan.2025,01.Apr.2025,0.0,3.0
PR1002,eCommerce Portal,samStoneburg,01.Apr.2025,01.Jul.2025,0.0,2.5
PR1002,eCommerce Portal,sanjayPatel,01.Oct.2024,01.Jan.2025,0.0,0.0
PR1002,eCommerce Portal,sanjayPatel,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1002,eCommerce Portal,sanjayPatel,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1002,eCommerce Portal,tomMorris,01.Oct.2024,01.Jan.2025,0.0,5.5
PR1002,eCommerce Portal,tomMorris,01.Jan.2025,01.Apr.2025,0.0,0.0
PR1002,eCommerce Portal,tomMorris,01.Apr.2025,01.Jul.2025,0.0,2.0
PR1002,eCommerce Portal,paulMartin,01.Oct.2024,01.Jan.2025,0.0,4.0
PR1002,eCommerce Portal,paulMartin,01.Jan.2025,01.Apr.2025,0.0,0.0
PR1002,eCommerce Portal,paulMartin,01.Apr.2025,01.Jul.2025,0.0,3.75
PR1002,eCommerce Portal,wayneHill,01.Oct.2024,01.Jan.2025,0.0,1.5
PR1002,eCommerce Portal,wayneHill,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1002,eCommerce Portal,wayneHill,01.Apr.2025,01.Jul.2025,0.0,2.0
PR1002,eCommerce Portal,maryNewburg,01.Oct.2024,01.Jan.2025,0.0,3.0
PR1002,eCommerce Portal,maryNewburg,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1002,eCommerce Portal,maryNewburg,01.Apr.2025,01.Jul.2025,0.0,2.0
PR1002,eCommerce Portal,markGoldman,01.Oct.2024,01.Jan.2025,0.0,3.5
PR1002,eCommerce Portal,markGoldman,01.Jan.2025,01.Apr.2025,0.0,0.0
PR1002,eCommerce Portal,markGoldman,01.Apr.2025,01.Jul.2025,0.0,3.75
PR1002,eCommerce Portal,computer,01.Oct.2024,01.Jan.2025,0.0,0.0
PR1002,eCommerce Portal,computer,01.Jan.2025,01.Apr.2025,0.0,0.0
PR1002,eCommerce Portal,computer,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1002,eCommerce Portal,travel,01.Oct.2024,01.Jan.2025,0.0,0.0
PR1002,eCommerce Portal,travel,01.Jan.2025,01.Apr.2025,0.0,0.0
PR1002,eCommerce Portal,travel,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1003,PCI Controls Remediation,jasonSauer,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1003,PCI Controls Remediation,jasonSauer,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1003,PCI Controls Remediation,henryReed,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1003,PCI Controls Remediation,henryReed,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1003,PCI Controls Remediation,valerieChilders,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1003,PCI Controls Remediation,valerieChilders,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1003,PCI Controls Remediation,cherylAmos,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1003,PCI Controls Remediation,cherylAmos,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1003,PCI Controls Remediation,maryNewburg,01.Jan.2025,01.Apr.2025,0.0,2.0
PR1003,PCI Controls Remediation,maryNewburg,01.Apr.2025,01.Jul.2025,0.0,0.0
PR1003,PCI Controls Remediation,markGoldman,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1003,PCI Controls Remediation,markGoldman,01.Apr.2025,01.Jul.2025,0.0,1.0
PR1004,Web Application Enhancement,terryWalker,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1004,Web Application Enhancement,terryWalker,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1004,Web Application Enhancement,joySutherland,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1004,Web Application Enhancement,joySutherland,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1004,Web Application Enhancement,kevinSmith,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1004,Web Application Enhancement,kevinSmith,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1004,Web Application Enhancement,toddHayes,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1004,Web Application Enhancement,toddHayes,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1004,Web Application Enhancement,joyceColeman,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1004,Web Application Enhancement,joyceColeman,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1004,Web Application Enhancement,jasonBerry,01.Dec.2024,01.Mar.2025,1.0,1.0
PR1004,Web Application Enhancement,jasonBerry,01.Mar.2025,01.Jun.2025,1.0,0.0
PR1004,Web Application Enhancement,maryNewburg,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1004,Web Application Enhancement,maryNewburg,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1004,Web Application Enhancement,seanEvans,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1004,Web Application Enhancement,seanEvans,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1005,Client Services Datamart,artKingsley,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1005,Client Services Datamart,artKingsley,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1005,Client Services Datamart,dianeStewart,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1005,Client Services Datamart,dianeStewart,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1005,Client Services Datamart,jasonSauer,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1005,Client Services Datamart,jasonSauer,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1005,Client Services Datamart,bethRoberts,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1005,Client Services Datamart,bethRoberts,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1005,Client Services Datamart,alexRiviera,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1005,Client Services Datamart,alexRiviera,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1005,Client Services Datamart,nicoleLewis,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1005,Client Services Datamart,nicoleLewis,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1005,Client Services Datamart,erinGillian,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1005,Client Services Datamart,erinGillian,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1006,Online Order Performance Improvements,bruceTurner,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1006,Online Order Performance Improvements,bruceTurner,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1006,Online Order Performance Improvements,dianeStewart,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1006,Online Order Performance Improvements,dianeStewart,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1006,Online Order Performance Improvements,kevinSmith,01.Dec.2024,01.Mar.2025,0.0,2.0
PR1006,Online Order Performance Improvements,kevinSmith,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1006,Online Order Performance Improvements,tomMorris,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1006,Online Order Performance Improvements,tomMorris,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1006,Online Order Performance Improvements,paulMartin,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1006,Online Order Performance Improvements,paulMartin,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1006,Online Order Performance Improvements,toddHayes,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1006,Online Order Performance Improvements,toddHayes,01.Mar.2025,01.Jun.2025,0.0,1.0
PR1006,Online Order Performance Improvements,erinGillian,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1006,Online Order Performance Improvements,erinGillian,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1006,Online Order Performance Improvements,edLevert,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1006,Online Order Performance Improvements,edLevert,01.Mar.2025,01.Jun.2025,0.0,0.0
PR1007,Online Order Entry,samStoneburg,01.Jan.2025,01.Apr.2025,0.0,0.5
PR1007,Online Order Entry,samStoneburg,01.Apr.2025,01.Jul.2025,0.0,2.25
PR1007,Online Order Entry,samStoneburg,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1007,Online Order Entry,ashleyParker,01.Jan.2025,01.Apr.2025,0.0,0.5
PR1007,Online Order Entry,ashleyParker,01.Apr.2025,01.Jul.2025,0.0,0.5
PR1007,Online Order Entry,ashleyParker,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1007,Online Order Entry,johnMcCarthy,01.Jan.2025,01.Apr.2025,0.0,0.5
PR1007,Online Order Entry,johnMcCarthy,01.Apr.2025,01.Jul.2025,0.0,3.25
PR1007,Online Order Entry,johnMcCarthy,01.Jul.2025,01.Oct.2025,0.0,1.0
PR1007,Online Order Entry,mikeSampson,01.Jan.2025,01.Apr.2025,0.0,0.5
PR1007,Online Order Entry,mikeSampson,01.Apr.2025,01.Jul.2025,0.0,2.25
PR1007,Online Order Entry,mikeSampson,01.Jul.2025,01.Oct.2025,0.0,0.0
PR1008,Online Order Catalog,terryWalker,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1008,Online Order Catalog,dianeStewart,01.Dec.2024,01.Mar.2025,0.0,5.0
PR1008,Online Order Catalog,bethRoberts,01.Dec.2024,01.Mar.2025,0.0,5.0
PR1008,Online Order Catalog,sanjayPatel,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1008,Online Order Catalog,carolynMurphy,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1008,Online Order Catalog,nicoleLewis,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1008,Online Order Catalog,valerieChilders,01.Dec.2024,01.Mar.2025,0.0,1.0
PR1009,Credit Card Processing Enhancement,csk.developer,01.Jan.2025,01.Apr.2025,0.0,1.0
PR1009,Credit Card Processing Enhancement,csk.architect,01.Jan.2025,01.Apr.2025,0.0,1.0
